date,currency,cot_index,cot_index_4w_change,net_pct_change_1w,momentum_acceleration,oi_delta_direction,oi_net_confluence,flip_flag,extreme_flag,usd_index_cot,rank_in_8,spread_vs_usd,weeks_since_flip,lev_funds_net_index,asset_mgr_net_direction,dealer_net_contrarian,lev_vs_assetmgr_divergence,rate_diff_vs_usd,rate_diff_trend_3m,rate_hike_expectation,cpi_diff_vs_usd,cpi_trend,pmi_composite_diff,yield_10y_diff,vix_regime,gold_cot_index,oil_cot_direction,month,quarter,label
2006-03-17,GBP,50.0,0.0,-18.535320803629293,15.124756966947505,-1,4,0,0,50.0,1.0,0.0,6.0,50.0,0,50.0,0.0,0.0,0.0,-1,0.0,0,0.0,-0.3622999999999994,0,0.0,0.0,3,1,BEAR
2006-03-17,JPY,50.0,0.0,-8.266596543233486,37.1781693002797,-1,4,0,0,50.0,1.0,0.0,178.0,50.0,0,50.0,0.0,0.0,0.0,1,0.0,0,0.0,-2.921,0,0.0,0.0,3,1,BEAR
2006-03-17,NZD,50.0,0.0,-8.53829936753338,-6.640899508081517,-1,4,0,0,50.0,1.0,0.0,107.0,50.0,0,50.0,0.0,0.0,0.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,BEAR
2006-03-24,AUD,50.0,0.0,-500.0,-500.0,1,3,1,0,50.0,1.0,0.0,0.0,50.0,0,50.0,0.0,0.0,0.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,NEUTRAL
2006-03-24,CAD,50.0,0.0,-126.68853862064047,68.03366379002924,-1,4,1,0,50.0,1.0,0.0,0.0,50.0,0,50.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,NEUTRAL
2006-03-24,CHF,50.0,0.0,3.127454628136756,7.5819587415767495,-1,2,0,0,50.0,1.0,0.0,6.0,50.0,0,50.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,BULL
2006-03-24,EUR,50.0,0.0,48.12750142938822,-2.279874213836478,1,1,0,0,50.0,1.0,0.0,156.0,50.0,0,50.0,0.0,0.0,0.0,0,0.0,0,0.0,-1.0326086956521698,0,0.0,0.0,3,1,BULL
2006-03-24,GBP,50.0,0.0,64.22225259704757,79.85921268452707,-1,2,0,0,50.0,1.0,0.0,7.0,50.0,0,50.0,0.0,0.0,0.0,-1,0.0,0,0.0,-0.3522999999999996,0,0.0,0.0,3,1,NEUTRAL
2006-03-24,JPY,50.0,0.0,35.180728212148644,42.81613636865464,-1,2,0,0,50.0,1.0,0.0,178.0,50.0,0,50.0,0.0,0.0,0.0,1,0.0,0,0.0,-2.911,0,0.0,0.0,3,1,BULL
2006-03-24,NZD,50.0,0.0,-33.269304648482525,-23.93392239723396,1,3,0,0,50.0,1.0,0.0,107.0,50.0,0,50.0,0.0,0.0,0.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,NEUTRAL
2006-03-31,AUD,50.0,0.0,-17.701068244018717,96.72464024013419,1,3,0,0,50.0,1.0,0.0,1.0,50.0,0,50.0,0.0,0.0,-1.3399999999999999,-1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,NEUTRAL
2006-03-31,CAD,50.0,0.0,-108.73864243719935,365.95403527525383,1,3,0,0,50.0,1.0,0.0,1.0,50.0,0,50.0,0.0,0.0,0.54,1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,NEUTRAL
2006-03-31,CHF,50.0,0.0,3.264696468579964,0.03627440520644404,1,1,0,0,50.0,1.0,0.0,7.0,50.0,0,50.0,0.0,0.0,3.365510523809524,1,0.0,0,0.0,0.0,0,0.0,0.0,3,1,NEUTRAL
2006-03-31,EUR,50.0,0.0,-1.5463668821769758,-34.036958409726914,-1,4,0,0,50.0,1.0,0.0,156.0,50.0,0,50.0,0.0,0.0,0.0,0,0.0,0,0.0,-1.2226086956521702,0,0.0,0.0,3,1,BEAR
