date,currency,noncomm_long,noncomm_short,open_interest,net,lev_funds_long,lev_funds_short,lev_funds_net,asset_mgr_long,asset_mgr_short,asset_mgr_net,dealer_long,dealer_short,dealer_net
2006-02-07,JPY,31219,87566,197898,-56347,0,0,0,0,0,0,0,0,0
2006-02-07,NZD,9120,5019,15200,4101,0,0,0,0,0,0,0,0,0
2006-02-07,USD,11004,5006,26930,5998,0,0,0,0,0,0,0,0,0
2006-02-14,AUD,22669,14618,62933,8051,0,0,0,0,0,0,0,0,0
2006-02-14,CAD,52220,11756,118357,40464,0,0,0,0,0,0,0,0,0
2006-02-14,CHF,21612,52800,108343,-31188,0,0,0,0,0,0,0,0,0
2006-02-14,EUR,43279,31323,140958,11956,0,0,0,0,0,0,0,0,0
2006-02-14,GBP,12019,36663,99687,-24644,0,0,0,0,0,0,0,0,0
2006-02-14,JPY,27560,82617,195644,-55057,0,0,0,0,0,0,0,0,0
2006-02-14,NZD,4622,611,11225,4011,0,0,0,0,0,0,0,0,0
2006-02-14,USD,15244,3095,29351,12149,0,0,0,0,0,0,0,0,0
2006-02-21,AUD,19649,15648,62973,4001,0,0,0,0,0,0,0,0,0
2006-02-21,CAD,46710,11513,115876,35197,0,0,0,0,0,0,0,0,0
2006-02-21,CHF,23789,60764,112408,-36975,0,0,0,0,0,0,0,0,0
2006-02-21,EUR,42097,32012,151300,10085,0,0,0,0,0,0,0,0,0
2006-02-21,GBP,14722,34603,97217,-19881,0,0,0,0,0,0,0,0,0
2006-02-21,JPY,26959,98143,203465,-71184,0,0,0,0,0,0,0,0,0
2006-02-21,NZD,5109,1486,14603,3623,0,0,0,0,0,0,0,0,0
2006-02-21,USD,19027,4040,32312,14987,0,0,0,0,0,0,0,0,0
2006-02-28,AUD,16175,14800,58377,1375,0,0,0,0,0,0,0,0,0
2006-02-28,CAD,54931,14297,124984,40634,0,0,0,0,0,0,0,0,0
2006-02-28,CHF,16309,84571,134418,-68262,0,0,0,0,0,0,0,0,0
2006-02-28,EUR,50882,32480,159681,18402,0,0,0,0,0,0,0,0,0
2006-02-28,GBP,15055,23244,98756,-8189,0,0,0,0,0,0,0,0,0
2006-02-28,JPY,41587,64408,201773,-22821,0,0,0,0,0,0,0,0,0
2006-02-28,NZD,4273,1373,14476,2900,0,0,0,0,0,0,0,0,0
2006-02-28,USD,18146,2793,30389,15353,0,0,0,0,0,0,0,0,0
2006-03-07,AUD,16803,19699,67707,-2896,0,0,0,0,0,0,0,0,0
2006-03-07,CAD,55226,13903,137195,41323,0,0,0,0,0,0,0,0,0
2006-03-07,CHF,15975,62198,127779,-46223,0,0,0,0,0,0,0,0,0
2006-03-07,EUR,49877,35999,177395,13878,0,0,0,0,0,0,0,0,0
2006-03-07,GBP,14981,27325,105166,-12344,0,0,0,0,0,0,0,0,0
2006-03-07,JPY,36738,78569,248612,-41831,0,0,0,0,0,0,0,0,0
