date,currency,noncomm_long,noncomm_short,open_interest,net,lev_funds_long,lev_funds_short,lev_funds_net,asset_mgr_long,asset_mgr_short,asset_mgr_net,dealer_long,dealer_short,dealer_net
2010-02-02,EUR,31207,74948,186878,-43741,0,0,0,0,0,0,93121,47301,45820
2010-02-02,GBP,14611,48579,95712,-33968,0,0,0,0,0,0,52950,8887,44063
2010-02-02,JPY,30177,23042,116129,7135,0,0,0,0,0,0,32939,59755,-26816
2010-02-02,NZD,15251,9868,21312,5383,0,0,0,0,0,0,2506,8936,-6430
2010-02-02,USD,53325,10886,67283,42439,0,0,0,0,0,0,24870,29652,-4782
2010-02-09,AUD,44346,16740,99643,27606,0,0,0,0,0,0,6879,54379,-47500
2010-02-09,CAD,24285,15422,84317,8863,0,0,0,0,0,0,8962,36133,-27171
2010-02-09,CHF,9219,16115,42359,-6896,0,0,0,0,0,0,23378,9488,13890
2010-02-09,EUR,34867,92019,197457,-57152,0,0,0,0,0,0,110303,45501,64802
2010-02-09,GBP,14012,66768,116362,-52756,0,0,0,0,0,0,72176,8803,63373
2010-02-09,JPY,41352,18956,120060,22396,0,0,0,0,0,0,20425,65963,-45538
2010-02-09,NZD,14359,9636,20171,4723,0,0,0,0,0,0,2847,7765,-4918
2010-02-09,USD,45763,4774,58939,40989,0,0,0,0,0,0,23478,36317,-12839
2010-02-16,AUD,43315,16312,98449,27003,0,0,0,0,0,0,5017,56827,-51810
2010-02-16,CAD,35026,11571,93330,23455,0,0,0,0,0,0,5643,51752,-46109
2010-02-16,CHF,10763,15430,40881,-4667,0,0,0,0,0,0,23249,9459,13790
2010-02-16,EUR,34459,93881,196042,-59422,0,0,0,0,0,0,107144,48409,58735
2010-02-16,GBP,13922,70001,119085,-56079,0,0,0,0,0,0,78162,7460,70702
2010-02-16,JPY,35691,21779,119816,13912,0,0,0,0,0,0,27063,64998,-37935
2010-02-16,NZD,14523,7088,19679,7435,0,0,0,0,0,0,2646,9146,-6500
2010-02-16,USD,45728,8146,58733,37582,0,0,0,0,0,0,22610,36070,-13460
2010-02-23,AUD,51882,12890,108320,38992,0,0,0,0,0,0,4335,73649,-69314
2010-02-23,CAD,40224,11803,100629,28421,0,0,0,0,0,0,2769,61647,-58878
2010-02-23,CHF,12119,20938,45407,-8819,0,0,0,0,0,0,28328,9430,18898
2010-02-23,EUR,32728,104351,208474,-71623,0,0,0,0,0,0,116804,44891,71913
2010-02-23,GBP,13882,76766,125106,-62884,0,0,0,0,0,0,83081,3848,79233
2010-02-23,JPY,30432,28715,122919,1717,0,0,0,0,0,0,36780,55909,-19129
2010-02-23,NZD,14641,8249,20201,6392,0,0,0,0,0,0,3140,8949,-5809
2010-02-23,USD,43653,5261,57575,38392,0,0,0,0,0,0,22636,37112,-14476
2010-03-02,AUD,59106,10345,116667,48761,0,0,0,0,0,0,3986,87449,-83463
2010-03-02,CAD,47170,8881,109517,38289,0,0,0,0,0,0,5210,69937,-64727
2010-03-02,CHF,11508,17818,42147,-6310,0,0,0,0,0,0,24445,9949,14496
2010-03-02,EUR,35894,102664,218803,-66770,0,0,0,0,0,0,116419,49870,66549
2010-03-02,GBP,13862,81411,129123,-67549,0,0,0,0,0,0,79849,4151,75698
2010-03-02,JPY,57332,24780,133600,32552,0,0,0,0,0,0,15898,73666,-57768
2010-03-02,NZD,13715,8603,20158,5112,0,0,0,0,0,0,3532,8062,-4530
2010-03-02,USD,43004,4931,55702,38073,0,0,0,0,0,0,22483,37684,-15201
2010-03-09,AUD,69885,8600,130808,61285,0,0,0,0,0,0,2883,105302,-102419
2010-03-09,CAD,71350,9951,138991,61399,0,0,0,0,0,0,2054,95707,-93653
2010-03-09,CHF,10727,15872,47810,-5145,0,0,0,0,0,0,22692,9561,13131
2010-03-09,EUR,32589,107140,243524,-74551,0,0,0,0,0,0,126558,46598,79960
2010-03-09,GBP,10417,73890,148562,-63473,0,0,0,0,0,0,81465,4248,77217
2010-03-09,JPY,51919,25631,137443,26288,0,0,0,0,0,0,20295,72909,-52614
2010-03-09,NZD,11964,8717,21863,3247,0,0,0,0,0,0,4751,8086,-3335
2010-03-09,USD,40480,4535,58121,35945,0,0,0,0,0,0,19794,36777,-16983
2010-03-16,AUD,73747,10253,126301,63494,0,0,0,0,0,0,1491,108825,-107334
2010-03-16,CAD,80982,11342,180184,69640,0,0,0,0,0,0,1038,101884,-100846
2010-03-16,CHF,8977,14210,32157,-5233,0,0,0,0,0,0,10560,3250,7310
2010-03-16,EUR,41800,88141,163822,-46341,0,0,0,0,0,0,70764,12040,58724
2010-03-16,GBP,11731,75718,121551,-63987,0,0,0,0,0,0,80958,3283,77675
2010-03-16,JPY,41278,26081,95999,15197,0,0,0,0,0,0,5961,39735,-33774
2010-03-16,NZD,11334,8525,15638,2809,0,0,0,0,0,0,2212,5998,-3786
2010-03-16,USD,34602,5822,46920,28780,0,0,0,0,0,0,18714,30928,-12214
2010-03-23,AUD,84248,9909,142413,74339,0,0,0,0,0,0,1906,118778,-116872
2010-03-23,CAD,90278,17251,152885,73027,0,0,0,0,0,0,744,118815,-118071
2010-03-23,CHF,9239,10327,30910,-1088,0,0,0,0,0,0,8962,9076,-114
2010-03-23,EUR,39953,114870,195287,-74917,0,0,0,0,0,0,97710,12213,85497
2010-03-23,GBP,11349,82973,130646,-71624,0,0,0,0,0,0,93384,1958,91426
2010-03-23,JPY,41030,30869,96913,10161,0,0,0,0,0,0,6978,34878,-27900
2010-03-23,NZD,13621,8132,17599,5489,0,0,0,0,0,0,1941,8365,-6424
2010-03-23,USD,38354,6157,51403,32197,0,0,0,0,0,0,17672,32784,-15112
2010-03-30,AUD,79698,10358,142815,69340,0,0,0,0,0,0,2251,117585,-115334
2010-03-30,CAD,88595,18299,152133,70296,0,0,0,0,0,0,1697,121566,-119869
2010-03-30,CHF,6735,13275,28290,-6540,0,0,0,0,0,0,11205,4410,6795
2010-03-30,EUR,35205,120531,223554,-85326,0,0,0,0,0,0,136076,12745,123331
2010-03-30,GBP,11965,79038,132818,-67073,0,0,0,0,0,0,97047,2034,95013
2010-03-30,JPY,17174,48040,109417,-30866,0,0,0,0,0,0,35221,13257,21964
2010-03-30,NZD,13049,7243,17143,5806,0,0,0,0,0,0,2019,9226,-7207
2010-03-30,USD,46012,10849,60419,35163,0,0,0,0,0,0,18104,34580,-16476
2010-04-06,AUD,84060,10862,151605,73198,0,0,0,0,0,0,1870,124776,-122906
2010-04-06,CAD,88881,19569,151537,69312,0,0,0,0,0,0,2037,117702,-115665
2010-04-06,CHF,9777,13929,32272,-4152,0,0,0,0,0,0,10658,7599,3059
2010-04-06,EUR,39036,106259,208883,-67223,0,0,0,0,0,0,110757,13602,97155
2010-04-06,GBP,14281,73755,129290,-59474,0,0,0,0,0,0,93678,3015,90663
2010-04-06,JPY,18596,60901,123837,-42305,0,0,0,0,0,0,50240,9425,40815
2010-04-06,NZD,12836,7333,16221,5503,0,0,0,0,0,0,1896,7772,-5876
2010-04-06,USD,35246,5092,50152,30154,0,0,0,0,0,0,17920,33707,-15787
2010-04-13,AUD,88635,7961,154014,80674,0,0,0,0,0,0,1937,127848,-125911
2010-04-13,CAD,87918,17443,153401,70475,0,0,0,0,0,0,2431,120901,-118470
2010-04-13,CHF,10417,15371,33886,-4954,0,0,0,0,0,0,11939,6413,5526
2010-04-13,EUR,37157,92621,203199,-55464,0,0,0,0,0,0,105632,20150,85482
2010-04-13,GBP,13390,70781,121947,-57391,0,0,0,0,0,0,78554,6069,72485
2010-04-13,JPY,12573,68319,131723,-55746,0,0,0,0,0,0,65915,9876,56039
2010-04-13,NZD,13771,6620,17540,7151,0,0,0,0,0,0,2078,9233,-7155
2010-04-13,USD,33177,5501,46766,27676,0,0,0,0,0,0,16382,31615,-15233
2010-04-20,AUD,87169,8265,154367,78904,0,0,0,0,0,0,1787,126139,-124352
2010-04-20,CAD,82664,13008,149360,69656,0,0,0,0,0,0,2410,108413,-106003
2010-04-20,CHF,9838,15220,33431,-5382,0,0,0,0,0,0,10097,7295,2802
2010-04-20,EUR,33614,105038,208291,-71424,0,0,0,0,0,0,105503,21643,83860
2010-04-20,GBP,14258,63556,121340,-49298,0,0,0,0,0,0,72326,8394,63932
2010-04-20,JPY,14211,64549,134324,-50338,0,0,0,0,0,0,68478,16201,52277
2010-04-20,NZD,14497,5745,17911,8752,0,0,0,0,0,0,1918,9969,-8051
2010-04-20,USD,31385,6405,44558,24980,0,0,0,0,0,0,15002,30294,-15292
2010-04-27,AUD,75357,9289,140472,66068,0,0,0,0,0,0,2248,106801,-104553
2010-04-27,CAD,72366,13168,144191,59198,0,0,0,0,0,0,4280,105327,-101047
2010-04-27,CHF,13031,26644,49308,-13613,0,0,0,0,0,0,24820,5474,19346
2010-04-27,EUR,34462,123475,238298,-89013,0,0,0,0,0,0,129662,23225,106437
2010-04-27,GBP,11634,66300,119871,-54666,0,0,0,0,0,0,74395,5573,68822
2010-04-27,JPY,15018,64795,137780,-49777,0,0,0,0,0,0,72612,16618,55994
2010-04-27,NZD,17554,4645,21797,12909,0,0,0,0,0,0,2155,13704,-11549
2010-04-27,USD,33093,7348,47054,25745,0,0,0,0,0,0,15577,30744,-15167
2010-05-04,AUD,68196,11214,136437,56982,0,0,0,0,0,0,3396,95370,-91974
2010-05-04,CAD,65431,13419,137181,52012,0,0,0,0,0,0,6154,93530,-87376
2010-05-04,CHF,12665,29257,51339,-16592,0,0,0,0,0,0,29983,2394,27589
2010-05-04,EUR,36675,140077,261076,-103402,0,0,0,0,0,0,151815,25001,126814
2010-05-04,GBP,13062,78678,133988,-65616,0,0,0,0,0,0,86628,4695,81933
2010-05-04,JPY,12430,78042,147243,-65612,0,0,0,0,0,0,81134,11666,69468
2010-05-04,NZD,18961,3985,23312,14976,0,0,0,0,0,0,2008,15630,-13622
2010-05-04,USD,35112,5443,48517,29669,0,0,0,0,0,0,15008,31394,-16386
2010-05-11,AUD,56155,6957,115269,49198,0,0,0,0,0,0,12250,77340,-65090
2010-05-11,CAD,58010,7556,122092,50454,0,0,0,0,0,0,7321,82630,-75309
2010-05-11,CHF,10020,27547,50562,-17527,0,0,0,0,0,0,33744,2430,31314
2010-05-11,EUR,39584,153474,287589,-113890,0,0,0,0,0,0,171487,32749,138738
2010-05-11,GBP,10269,82457,142670,-72188,0,0,0,0,0,0,100684,6611,94073
2010-05-11,JPY,23265,57934,146389,-34669,0,0,0,0,0,0,67631,42183,25448
2010-05-11,NZD,20428,3536,24215,16892,0,0,0,0,0,0,2114,17646,-15532
2010-05-11,USD,29446,3361,42824,26085,0,0,0,0,0,0,12722,21007,-8285
2010-05-18,AUD,50564,12184,113271,38380,0,0,0,0,0,0,14021,66716,-52695
2010-05-18,CAD,53254,8369,124952,44885,0,0,0,0,0,0,8516,84621,-76105
2010-05-18,CHF,10616,25174,48242,-14558,0,0,0,0,0,0,33329,2542,30787
2010-05-18,EUR,54411,161554,300526,-107143,0,0,0,0,0,0,164771,34090,130681
2010-05-18,GBP,10492,87237,152357,-76745,0,0,0,0,0,0,107453,8268,99185
2010-05-18,JPY,21393,55682,142699,-34289,0,0,0,0,0,0,63734,35571,28163
2010-05-18,NZD,16740,4187,21357,12553,0,0,0,0,0,0,3804,14584,-10780
2010-05-18,USD,26794,2898,39545,23896,0,0,0,0,0,0,12967,15182,-2215
2010-05-25,AUD,39367,19844,106473,19523,0,0,0,0,0,0,28686,56955,-28269
2010-05-25,CAD,40113,16241,122642,23872,0,0,0,0,0,0,19744,72463,-52719
2010-05-25,CHF,11489,24108,48163,-12619,0,0,0,0,0,0,33429,3238,30191
2010-05-25,EUR,45630,152366,281966,-106736,0,0,0,0,0,0,160246,31972,128274
2010-05-25,GBP,10962,86041,151212,-75079,0,0,0,0,0,0,108320,7599,100721
2010-05-25,JPY,31994,42232,140769,-10238,0,0,0,0,0,0,45459,53823,-8364
2010-05-25,NZD,11342,3680,17760,7662,0,0,0,0,0,0,5796,10397,-4601
2010-05-25,USD,24483,3138,37952,21345,0,0,0,0,0,0,11551,13187,-1636
2010-06-01,AUD,37021,21976,110772,15045,0,0,0,0,0,0,40007,54678,-14671
2010-06-01,CAD,37262,15108,117450,22154,0,0,0,0,0,0,20930,66592,-45662
2010-06-01,CHF,11139,25863,49959,-14724,0,0,0,0,0,0,35697,2082,33615
2010-06-01,EUR,45006,138331,275266,-93325,0,0,0,0,0,0,149026,31645,117381
2010-06-01,GBP,11809,82263,149216,-70454,0,0,0,0,0,0,104833,6914,97919
2010-06-01,JPY,33215,39699,133365,-6484,0,0,0,0,0,0,35320,57555,-22235
2010-06-01,NZD,7622,5418,15586,2204,0,0,0,0,0,0,6562,6948,-386
2010-06-01,USD,23334,4162,36277,19172,0,0,0,0,0,0,10894,11374,-480
2010-06-08,AUD,29746,21311,108956,8435,0,0,0,0,0,0,41856,55860,-14004
2010-06-08,CAD,36775,14265,121438,22510,0,0,0,0,0,0,23645,68990,-45345
2010-06-08,CHF,14111,25526,59622,-11415,0,0,0,0,0,0,30857,2279,28578
2010-06-08,EUR,45938,157883,305060,-111945,0,0,0,0,0,0,158498,41803,116695
2010-06-08,GBP,14146,88826,167076,-74680,0,0,0,0,0,0,107949,8431,99518
2010-06-08,JPY,28519,41066,133010,-12547,0,0,0,0,0,0,39404,54169,-14765
2010-06-08,NZD,6230,7099,17962,-869,0,0,0,0,0,0,8546,5910,2636
2010-06-08,USD,25591,4849,38248,20742,0,0,0,0,0,0,11949,11393,556
2010-06-15,AUD,27729,15323,57653,12406,0,0,0,0,0,0,7173,24554,-17381
2010-06-15,CAD,37460,10106,127919,27354,0,0,0,0,0,0,19071,69080,-50009
2010-06-15,CHF,8852,25328,44092,-16476,0,0,0,0,0,0,27494,1978,25516
2010-06-15,EUR,49526,111886,227632,-62360,0,0,0,0,0,0,117861,21342,96519
2010-06-15,GBP,13081,61215,119301,-48134,0,0,0,0,0,0,82115,9749,72366
2010-06-15,JPY,23304,26984,82217,-3680,0,0,0,0,0,0,6618,20679,-14061
2010-06-15,NZD,4329,6458,9089,-2129,0,0,0,0,0,0,3764,338,3426
2010-06-15,USD,24700,2738,32329,21962,0,0,0,0,0,0,11775,20857,-9082
2010-06-22,AUD,29809,18003,60340,11806,0,0,0,0,0,0,6189,27265,-21076
2010-06-22,CAD,38499,12146,86397,26353,0,0,0,0,0,0,1185,52457,-51272
2010-06-22,CHF,9620,19885,43561,-10265,0,0,0,0,0,0,25824,6246,19578
2010-06-22,EUR,41013,111987,224050,-70974,0,0,0,0,0,0,120577,19027,101550
2010-06-22,GBP,15921,62267,125471,-46346,0,0,0,0,0,0,84164,14428,69736
2010-06-22,JPY,29257,25627,91415,3630,0,0,0,0,0,0,6191,32348,-26157
2010-06-22,NZD,6721,5899,10476,822,0,0,0,0,0,0,2965,1921,1044
2010-06-22,USD,23764,3083,32053,20681,0,0,0,0,0,0,12241,19093,-6852
2010-06-29,AUD,28105,15251,59657,12854,0,0,0,0,0,0,10836,24668,-13832
2010-06-29,CAD,31575,15681,88461,15894,0,0,0,0,0,0,4034,47253,-43219
2010-06-29,CHF,7647,20495,42840,-12848,0,0,0,0,0,0,23904,5697,18207
2010-06-29,EUR,43357,117027,225752,-73670,0,0,0,0,0,0,119604,21134,98470
2010-06-29,GBP,17626,52397,121233,-34771,0,0,0,0,0,0,78981,19730,59251
2010-06-29,JPY,51721,24294,120484,27427,0,0,0,0,0,0,5809,66342,-60533
2010-06-29,NZD,8459,5973,12880,2486,0,0,0,0,0,0,3379,4138,-759
2010-06-29,USD,22235,2998,30261,19237,0,0,0,0,0,0,12748,18079,-5331
2010-07-06,AUD,25885,18639,64872,7246,0,0,0,0,0,0,17173,22007,-4834
2010-07-06,CAD,28549,20455,92565,8094,0,0,0,0,0,0,7329,44590,-37261
2010-07-06,CHF,7627,15082,45002,-7455,0,0,0,0,0,0,16980,20048,-3068
2010-07-06,EUR,56316,95225,228333,-38909,0,0,0,0,0,0,105291,49778,55513
2010-07-06,GBP,18442,56519,123693,-38077,0,0,0,0,0,0,77527,23077,54450
2010-07-06,JPY,62476,24550,135128,37926,0,0,0,0,0,0,5733,87970,-82237
2010-07-06,NZD,8093,5516,12959,2577,0,0,0,0,0,0,3309,5601,-2292
2010-07-06,USD,21088,4770,27998,16318,0,0,0,0,0,0,11260,17001,-5741
2010-07-13,AUD,35209,11729,68482,23480,0,0,0,0,0,0,9842,36851,-27009
2010-07-13,CAD,27952,5914,87394,22038,0,0,0,0,0,0,4128,49221,-45093
2010-07-13,CHF,18237,3647,53056,14590,0,0,0,0,0,0,14107,36322,-22215
2010-07-13,EUR,56187,83237,225703,-27050,0,0,0,0,0,0,106441,58906,47535
2010-07-13,GBP,15501,50172,131680,-34671,0,0,0,0,0,0,83096,30843,52253
2010-07-13,JPY,63205,15846,133665,47359,0,0,0,0,0,0,5946,87208,-81262
2010-07-13,NZD,12683,7231,16798,5452,0,0,0,0,0,0,2346,7362,-5016
2010-07-13,USD,19055,4796,25589,14259,0,0,0,0,0,0,10888,15377,-4489
2010-07-20,AUD,45253,12367,80302,32886,0,0,0,0,0,0,9067,46792,-37725
2010-07-20,CAD,23739,7315,83317,16424,0,0,0,0,0,0,5207,44130,-38923
2010-07-20,CHF,19977,4864,54918,15113,0,0,0,0,0,0,13834,40233,-26399
2010-07-20,EUR,55008,79259,230118,-24251,0,0,0,0,0,0,112272,64768,47504
2010-07-20,GBP,16448,43215,124904,-26767,0,0,0,0,0,0,76011,40081,35930
2010-07-20,JPY,54733,13822,127658,40911,0,0,0,0,0,0,6433,83629,-77196
2010-07-20,NZD,14523,5550,18631,8973,0,0,0,0,0,0,2251,10286,-8035
2010-07-20,USD,17676,3216,24176,14460,0,0,0,0,0,0,10227,15430,-5203
2010-07-27,AUD,51282,10749,89389,40533,0,0,0,0,0,0,8684,60618,-51934
2010-07-27,CAD,27045,3177,85121,23868,0,0,0,0,0,0,3978,51381,-47403
2010-07-27,CHF,15283,9067,55722,6216,0,0,0,0,0,0,15717,37255,-21538
2010-07-27,EUR,56622,77961,232193,-21339,0,0,0,0,0,0,110445,70501,39944
2010-07-27,GBP,17107,35047,122570,-17940,0,0,0,0,0,0,71801,48137,23664
2010-07-27,JPY,48488,18567,124595,29921,0,0,0,0,0,0,7079,71422,-64343
2010-07-27,NZD,18398,4724,22919,13674,0,0,0,0,0,0,2211,15400,-13189
2010-07-27,USD,16488,2536,22557,13952,0,0,0,0,0,0,10123,15301,-5178
2010-08-03,AUD,62096,13381,99149,48715,0,0,0,0,0,0,10515,67549,-57034
2010-08-03,CAD,40335,6153,99262,34182,0,0,0,0,0,0,3148,60553,-57405
2010-08-03,CHF,20302,4079,57976,16223,0,0,0,0,0,0,13493,44705,-31212
2010-08-03,EUR,60410,67707,236101,-7297,0,0,0,0,0,0,108197,81336,26861
2010-08-03,GBP,31058,31308,135454,-250,0,0,0,0,0,0,63404,62646,758
2010-08-03,JPY,61723,13725,133870,47998,0,0,0,0,0,0,7078,85108,-78030
2010-08-03,NZD,20353,5294,24399,15059,0,0,0,0,0,0,2222,16746,-14524
2010-08-03,USD,15644,3269,22911,12375,0,0,0,0,0,0,9632,15185,-5553
2010-08-10,AUD,68353,13983,114049,54370,0,0,0,0,0,0,10411,79745,-69334
2010-08-10,CAD,46616,5437,105543,41179,0,0,0,0,0,0,2571,69264,-66693
2010-08-10,CHF,16775,5874,52566,10901,0,0,0,0,0,0,14720,32862,-18142
2010-08-10,EUR,55797,59528,234276,-3731,0,0,0,0,0,0,108615,94031,14584
2010-08-10,GBP,35915,30894,142227,5021,0,0,0,0,0,0,63168,69886,-6718
2010-08-10,JPY,65314,12836,136999,52478,0,0,0,0,0,0,7416,86177,-78761
2010-08-10,NZD,18992,6448,25036,12544,0,0,0,0,0,0,2970,16336,-13366
2010-08-10,USD,22349,6841,28784,15508,0,0,0,0,0,0,10348,16099,-5751
2010-08-17,AUD,71020,13323,120329,57697,0,0,0,0,0,0,12759,86097,-73338
2010-08-17,CAD,34446,4932,94908,29514,0,0,0,0,0,0,4800,59570,-54770
2010-08-17,CHF,18041,6291,54560,11750,0,0,0,0,0,0,13502,34344,-20842
2010-08-17,EUR,61324,75951,250090,-14627,0,0,0,0,0,0,115540,92408,23132
2010-08-17,GBP,31467,35898,141441,-4431,0,0,0,0,0,0,64836,71690,-6854
2010-08-17,JPY,62745,12776,137645,49969,0,0,0,0,0,0,7831,85995,-78164
2010-08-17,NZD,17595,5456,23627,12139,0,0,0,0,0,0,3400,14727,-11327
2010-08-17,USD,25561,6814,31979,18747,0,0,0,0,0,0,11163,16923,-5760
2010-08-24,AUD,58462,11445,107434,47017,0,0,0,0,0,0,14380,74066,-59686
2010-08-24,CAD,24889,8742,94976,16147,0,0,0,0,0,0,10331,49604,-39273
2010-08-24,CHF,20735,6867,57316,13868,0,0,0,0,0,0,12608,38466,-25858
2010-08-24,EUR,54591,76194,245448,-21603,0,0,0,0,0,0,120440,82301,38139
2010-08-24,GBP,28511,32876,139333,-4365,0,0,0,0,0,0,66053,68830,-2777
2010-08-24,JPY,63086,12017,140128,51069,0,0,0,0,0,0,8853,84545,-75692
2010-08-24,NZD,14931,4248,20271,10683,0,0,0,0,0,0,2797,13489,-10692
2010-08-24,USD,21384,5661,28979,15723,0,0,0,0,0,0,11807,16220,-4413
2010-08-31,AUD,54261,10453,102439,43808,0,0,0,0,0,0,15065,68567,-53502
2010-08-31,CAD,26957,31721,108003,-4764,0,0,0,0,0,0,22423,38338,-15915
2010-08-31,CHF,21185,6904,60655,14281,0,0,0,0,0,0,11594,41826,-30232
2010-08-31,EUR,51099,76668,241133,-25569,0,0,0,0,0,0,117126,74984,42142
2010-08-31,GBP,23052,38318,144196,-15266,0,0,0,0,0,0,71628,63522,8106
2010-08-31,JPY,61219,11315,139079,49904,0,0,0,0,0,0,10059,81427,-71368
2010-08-31,NZD,12193,5236,20099,6957,0,0,0,0,0,0,3914,12726,-8812
2010-08-31,USD,17193,2220,24350,14973,0,0,0,0,0,0,11627,14116,-2489
2010-09-07,AUD,69700,12734,128346,56966,0,0,0,0,0,0,14259,84915,-70656
2010-09-07,CAD,27734,27282,107378,452,0,0,0,0,0,0,21462,42332,-20870
2010-09-07,CHF,25464,8837,74713,16627,0,0,0,0,0,0,13144,45131,-31987
2010-09-07,EUR,53156,76855,257788,-23699,0,0,0,0,0,0,123164,78055,45109
2010-09-07,GBP,21363,37431,145712,-16068,0,0,0,0,0,0,78778,55522,23256
2010-09-07,JPY,65440,13257,150513,52183,0,0,0,0,0,0,11139,85606,-74467
2010-09-07,NZD,14648,5271,27922,9377,0,0,0,0,0,0,2906,14407,-11501
2010-09-07,USD,17262,2914,24239,14348,0,0,0,0,0,0,11299,13365,-2066
2010-09-14,AUD,74076,17407,120308,56669,0,0,0,0,0,0,4203,90818,-86615
2010-09-14,CAD,29057,11362,110946,17695,0,0,0,0,0,0,15006,52042,-37036
2010-09-14,CHF,27800,13564,49352,14236,0,0,0,0,0,0,2591,25446,-22855
2010-09-14,EUR,54543,64187,170651,-9644,0,0,0,0,0,0,47441,21788,25653
2010-09-14,GBP,21108,30235,74850,-9127,0,0,0,0,0,0,15095,6297,8798
2010-09-14,JPY,61215,13573,134360,47642,0,0,0,0,0,0,8440,84316,-75876
2010-09-14,NZD,21414,4575,25755,16839,0,0,0,0,0,0,1801,17476,-15675
2010-09-14,USD,18174,12447,24885,5727,0,0,0,0,0,0,11253,7706,3547
2010-09-21,AUD,77944,13620,129713,64324,0,0,0,0,0,0,4869,99977,-95108
2010-09-21,CAD,46985,17170,101524,29815,0,0,0,0,0,0,511,53981,-53470
2010-09-21,CHF,26272,11810,49910,14462,0,0,0,0,0,0,4482,26520,-22038
2010-09-21,EUR,52300,47203,167463,5097,0,0,0,0,0,0,41248,34869,6379
2010-09-21,GBP,17858,26847,71318,-8989,0,0,0,0,0,0,15236,7859,7377
2010-09-21,JPY,39948,16848,113349,23100,0,0,0,0,0,0,10033,67161,-57128
2010-09-21,NZD,22636,4228,26820,18408,0,0,0,0,0,0,1801,18702,-16901
2010-09-21,USD,19860,16223,28701,3637,0,0,0,0,0,0,13182,7106,6076
2010-09-28,AUD,81419,11886,137646,69533,0,0,0,0,0,0,4726,107150,-102424
2010-09-28,CAD,43078,15208,101260,27870,0,0,0,0,0,0,1129,59942,-58813
2010-09-28,CHF,27655,7662,53452,19993,0,0,0,0,0,0,5119,28456,-23337
2010-09-28,EUR,70638,35308,190039,35330,0,0,0,0,0,0,37664,70506,-32842
2010-09-28,GBP,26725,28919,77713,-2194,0,0,0,0,0,0,9354,12436,-3082
2010-09-28,JPY,45136,16470,118274,28666,0,0,0,0,0,0,8860,69586,-60726
2010-09-28,NZD,21604,4334,25965,17270,0,0,0,0,0,0,1913,18003,-16090
2010-09-28,USD,20808,19424,33147,1384,0,0,0,0,0,0,12663,7565,5098
2010-10-05,AUD,81871,12835,139447,69036,0,0,0,0,0,0,5474,109902,-104428
2010-10-05,CAD,62909,20231,120045,42678,0,0,0,0,0,0,593,71787,-71194
2010-10-05,CHF,31693,9094,56636,22599,0,0,0,0,0,0,4366,33680,-29314
2010-10-05,EUR,72979,24736,197406,48243,0,0,0,0,0,0,40997,84694,-43697
2010-10-05,GBP,37064,27661,86536,9403,0,0,0,0,0,0,7379,23953,-16574
2010-10-05,JPY,66866,17660,142488,49206,0,0,0,0,0,0,7015,85280,-78265
2010-10-05,NZD,21339,5005,26042,16334,0,0,0,0,0,0,1953,17658,-15705
2010-10-05,USD,19129,20709,34586,-1580,0,0,0,0,0,0,14890,7389,7501
2010-10-12,AUD,79697,12006,138537,67691,0,0,0,0,0,0,4203,108980,-104777
2010-10-12,CAD,63283,19497,123851,43786,0,0,0,0,0,0,3988,74295,-70307
2010-10-12,CHF,31504,11557,57722,19947,0,0,0,0,0,0,4924,31312,-26388
2010-10-12,EUR,68718,27207,197836,41511,0,0,0,0,0,0,49466,88601,-39135
2010-10-12,GBP,39870,31804,92868,8066,0,0,0,0,0,0,10404,25257,-14853
2010-10-12,JPY,66463,18178,146581,48285,0,0,0,0,0,0,10792,89364,-78572
2010-10-12,NZD,21276,4703,26437,16573,0,0,0,0,0,0,1960,18351,-16391
2010-10-12,USD,19586,21078,34984,-1492,0,0,0,0,0,0,16916,7454,9462
2010-10-19,AUD,71661,12480,133257,59181,0,0,0,0,0,0,5028,104301,-99273
2010-10-19,CAD,47852,17112,112791,30740,0,0,0,0,0,0,4666,67108,-62442
2010-10-19,CHF,24908,13673,54022,11235,0,0,0,0,0,0,6282,26294,-20012
2010-10-19,EUR,74855,28107,219761,46748,0,0,0,0,0,0,52578,113238,-60660
2010-10-19,GBP,34708,28912,90068,5796,0,0,0,0,0,0,11574,21726,-10152
2010-10-19,JPY,62554,16698,139496,45856,0,0,0,0,0,0,10626,83740,-73114
2010-10-19,NZD,21477,6146,27031,15331,0,0,0,0,0,0,1961,17785,-15824
2010-10-19,USD,22789,19608,37745,3181,0,0,0,0,0,0,18709,7824,10885
2010-10-26,AUD,67433,12318,128470,55115,0,0,0,0,0,0,5927,100267,-94340
2010-10-26,CAD,37802,17927,102269,19875,0,0,0,0,0,0,4564,56342,-51778
2010-10-26,CHF,24600,12081,50068,12519,0,0,0,0,0,0,5222,23641,-18419
2010-10-26,EUR,70109,29604,209103,40505,0,0,0,0,0,0,51082,99969,-48887
2010-10-26,GBP,33001,27912,86611,5089,0,0,0,0,0,0,12215,17297,-5082
2010-10-26,JPY,61305,18176,139850,43129,0,0,0,0,0,0,10681,84041,-73360
2010-10-26,NZD,21577,5706,26754,15871,0,0,0,0,0,0,1867,18123,-16256
2010-10-26,USD,24016,18166,38585,5850,0,0,0,0,0,0,20048,7423,12625
2010-11-02,AUD,66821,15641,125968,51180,0,0,0,0,0,0,6927,94674,-87747
